Symbol,Security Name,MIC Type,Instrument Class,Market Tier,Financial Status,Round Lot Size
SFIX,"Stitch Fix, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SFLO,VictoryShares Small Cap Free Cash Flow ETF,etf,ETF,Nasdaq Global Market,N,100
SFM,"Sprouts Farmers Market, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SFNC,Simmons First National Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SFST,"Southern First Bancshares, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SGA,"Saga Communications, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SGC,"Superior Group of Companies, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SGHT,"Sight Sciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SGLY,Singularity Future Technology Ltd. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
SGML,Sigma Lithium Corporation - common shares,stock,Common Stock,Nasdaq Capital Market,N,100
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
SGP,"SpyGlass Pharma, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SGRY,"Surgery Partners, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SGVA,F/m Accumulator Ultrashort Treasury Fund,etf,ETF,Nasdaq Global Market,N,100
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SHBI,"Shore Bancshares, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SHC,Sotera Health Company - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SHEN,Shenandoah Telecommunications Co - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SHFS,"SHF Holdings, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SHFSW,"SHF Holdings, Inc. - Warrants",stock,Warrant,Nasdaq Capital Market,N,100
SHIM,Shimmick Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
SHMDW,SCHMID Group N.V. - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
SHOE,"Shoe Station Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SHOO,"Steven Madden, Ltd. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,stock,Nasdaq Listed Security,Nasdaq Global Select Market,N,100
SHOT,RMG ML Sports Holdings - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
SHOTR,RMG ML Sports Holdings - Rights,stock,Right,Nasdaq Global Market,N,100
SHOTU,RMG ML Sports Holdings - Unit,stock,Unit,Nasdaq Global Market,N,100
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",stock,Common Stock,Nasdaq Capital Market,N,100
SHPU,Direxion Daily SHOP Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
SHRY,First Trust Bloomberg Shareholder Yield ETF,etf,ETF,Nasdaq Global Market,N,100
SHY,iShares 1-3 Year Treasury Bond ETF,etf,ETF,Nasdaq Global Market,N,100
SIBN,"SI-BONE, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SIDU,"Sidus Space, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SIEB,Siebert Financial Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SIFY,Sify Technologies Limited - American Depository Shares,stock,Nasdaq Listed Security,Nasdaq Capital Market,N,100
SIGA,SIGA Technologies Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
SIGI,"Selective Insurance Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",stock,Preferred,Nasdaq Global Select Market,N,100
SILC,Silicom Ltd - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
SILO,"Silo Pharma, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SIMAU,SIM Acquisition Corp. I - Unit,stock,Unit,Nasdaq Capital Market,N,100
SIMAW,SIM Acquisition Corp. I - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",stock,Depositary Share,Nasdaq Global Select Market,N,100
SINT,"SiNtx Technologies, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SION,"Sionna Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SIRI,SiriusXM Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SITM,SiTime Corporation - Common Stock,stock,Common Stock,Nasdaq Global Market,N,40
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SJCP,SanJac Alpha Core Plus Bond ETF,etf,ETF,Nasdaq Global Market,N,100
SJLD,SanJac Alpha Low Duration ETF,etf,ETF,Nasdaq Global Market,N,100
SKDD,GraniteShares 2x Short SK Hynix Daily ETF,etf,ETF,Nasdaq Global Market,N,100
SKHY,SK hynix Inc. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
SKIN,SkinHealth Systems Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
SKK,SKK Holdings Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,etf,ETF,Nasdaq Global Market,N,100
SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF,etf,ETF,Nasdaq Global Market,N,100
SKUU,GraniteShares 2x Long SK Hynix Daily ETF,etf,ETF,Nasdaq Global Market,N,100
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SKYA,"SkyAI, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SKYAW,"SkyAI, Inc. - Warrant",stock,Warrant,Nasdaq Capital Market,N,100
SKYE,"Skye Bioscience, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SKYQ,Sky Quarry Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SKYU,ProShares Ultra Cloud Computing,etf,ETF,Nasdaq Global Market,N,100
SKYW,"SkyWest, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SKYX,SKYX Platforms Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SKYY,First Trust Cloud Computing ETF,etf,ETF,Nasdaq Global Market,N,100
SLAB,"Silicon Laboratories, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SLBT,SL Science Holding Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
SLDB,Solid Biosciences Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SLDP,"Solid Power, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SLDPW,"Solid Power, Inc. - Warrant",stock,Warrant,Nasdaq Global Select Market,N,100
SLE,"Super League Enterprise, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SLGB,Smart Logistics Global Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SLM,SLM Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",stock,Preferred,Nasdaq Global Select Market,N,100
SLMT,Brera Holdings PLC - Class B Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SLN,Silence Therapeutics Plc - American Depository Share,stock,Nasdaq Listed Security,Nasdaq Global Market,N,100
SLNG,"Stabilis Solutions, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SLNH,"Soluna Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",stock,Preferred,Nasdaq Capital Market,N,100
SLP,"Simulations Plus, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,etf,ETF,Nasdaq Global Market,N,100
SLRC,SLR Investment Corp. - Closed End Fund,stock,Closed-End Fund,Nasdaq Global Select Market,N,100
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SLSN,"Solesence, Inc. - Common stock",stock,Common Stock,Nasdaq Capital Market,N,100
SLVO,"ETRACS Silver Shares Covered Call ETNs due April 21, 2033",etf,ETF,Nasdaq Global Market,N,100
SLVR,Sprott Silver Miners & Physical Silver ETF,etf,ETF,Nasdaq Global Market,N,100
SLXN,Silexion Therapeutics Corp - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SLXNW,Silexion Therapeutics Corp - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SMCF,Themes US Small Cap Cash Flow Champions ETF,etf,ETF,Nasdaq Global Market,N,100
SMCI,"Super Micro Computer, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SMCIP,"Super Micro Computer, Inc. - Depositary Shares Each Representing a 1/20th Interest in a Share of 7% Series A Mandatory Convertible Preferred Stock",stock,Preferred,Nasdaq Global Select Market,N,100
SMCL,GraniteShares 2x Long SMCI Daily ETF,etf,ETF,Nasdaq Global Market,N,100
SMCO,Hilton Small-MidCap Opportunity ETF,etf,ETF,Nasdaq Global Market,N,100
SMCX,Defiance Daily Target 2X Long SMCI ETF,etf,ETF,Nasdaq Global Market,N,100
SMCZ,Defiance Daily Target 2X Short SMCI ETF,etf,ETF,Nasdaq Global Market,N,100
SMH,VanEck Semiconductor ETF,etf,ETF,Nasdaq Global Market,N,40
SMHC,VanEck China Semiconductor ETF,etf,ETF,Nasdaq Global Market,N,100
SMHX,VanEck Fabless Semiconductor ETF,etf,ETF,Nasdaq Global Market,N,100
SMID,Smith-Midland Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SMMT,Summit Therapeutics Inc.  - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
SMOM,Symmetry Panoramic Sector Momentum ETF,etf,ETF,Nasdaq Global Market,N,100
SMPL,The Simply Good Foods Company - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SMRI,Bushido Capital US Equity ETF,etf,ETF,Nasdaq Global Market,N,100
SMSI,"Smith Micro Software, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SMST,Defiance Daily Target 2x Short MSTR ETF,etf,ETF,Nasdaq Global Market,N,100
SMTC,Semtech Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SMTI,Sanara MedTech Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SMTK,"SmartKem, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SMXT,Solarmax Technology Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
SMXWW,SMX (Security Matters) Public Limited Company - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
SMYY,GraniteShares YieldBOOST SMCI ETF,etf,ETF,Nasdaq Global Market,N,100
SNAG,Leverage Shares 2x Long SNAP Daily ETF,etf,ETF,Nasdaq Global Market,N,100
SNAL,"Snail, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SND,"Smart Sand, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SNDK,Sandisk Corporation - Common Stock When-Issued,stock,Common Stock,Nasdaq Global Select Market,N,40
SNDL,SNDL Inc. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SNES,"SenesTech, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SNEX,StoneX Group Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SNFCA,Security National Financial Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
SNGX,"Soligenix, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SNPS,"Synopsys, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,40
SNSR,Global X Internet of Things ETF,etf,ETF,Nasdaq Global Market,N,100
SNT,Senstar Technologies Corporation - Common Shares,stock,Common Stock,Nasdaq Global Market,N,100
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
SNWV,"SANUWAVE Health, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SNY,Sanofi - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
SNYR,Synergy CHC Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
SOBR,"SOBR Safe, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,stock,Ordinary Share,Nasdaq Global Market,N,100
SOCAU,Solarius Capital Acquisition Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
SOCAW,Solarius Capital Acquisition Corp. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
SOCL,Global X Social Media ETF,etf,ETF,Nasdaq Global Market,N,100
SOFA,Direxion Daily SOFI Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
SOFI,"SoFi Technologies, Inc.  - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SOFX,Defiance Daily Target 2X Long SOFI ETF,etf,ETF,Nasdaq Global Market,N,100
SOGP,Sound Group Inc. - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
SOHU,Sohu.com Limited  - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
SOLC,Canary Marinade Solana ETF,etf,ETF,Nasdaq Global Market,N,100
SOLS,Solstice Advanced Materials Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
SOLT,2x Solana ETF,etf,ETF,Nasdaq Global Market,N,100
SOLZ,Solana ETF,etf,ETF,Nasdaq Global Market,N,100
SONM,"DNA X, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
SONO,"Sonos, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
SOPH,SOPHiA GENETICS SA - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
SORA,AsiaStrategy - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
SORN,Soren Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
SORNU,Soren Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
SORNW,Soren Acquisition Corp. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
SOTK,Sono-Tek Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SOUN,"SoundHound AI, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
SOUNW,"SoundHound AI, Inc. - Warrant",stock,Warrant,Nasdaq Global Market,N,100
SOUX,Defiance Daily Target 2X Long SOUN ETF,etf,ETF,Nasdaq Global Market,N,100
SOWG,Sow Good Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
SOXQ,Invesco PHLX Semiconductor ETF,etf,ETF,Nasdaq Global Market,N,100
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,etf,ETF,Nasdaq Global Market,N,40
